idLU,luName,frameName,sensedescription
14241,singe.verb,Absorb_heat,"FN: be burnt lightly or superficially, usually by a flame."
14242,barbecue.verb,Absorb_heat,FN: to cook on a grill
14243,blanch.verb,Absorb_heat,FN: to cook by being immersed for a short period of time in boiling water
14244,braise.verb,Absorb_heat,FN: to stew slowly after being lighly fried
14245,broil.verb,Absorb_heat,FN: to cook by being subjected to intense heat 
14246,brown.verb,Absorb_heat,FN: to become brown as a result of cooking
14247,char.verb,Absorb_heat,FN: to become blacked by absorbing heat
14248,coddle.verb,Absorb_heat,FN: to become cooked by heating in water below the boiling point
14249,deep fry.verb,Absorb_heat,FN: to be cooked by immersion in heated oil
14250,grill.verb,Absorb_heat,FN: to cook on a grill
14251,parboil.verb,Absorb_heat,FN: to cook partially by being boiled
14252,poach.verb,Absorb_heat,FN: to become cooked by simmering in liquid
14253,roast.verb,Absorb_heat,"FN: to be cooked by extended exposure to heat, usually in an oven or over a fire"
14254,saute.verb,Absorb_heat,FN: to be fried lightly and quickly in hot oil or fat
14255,steam.verb,Absorb_heat,FN: to become heated as a result of the application of steam
14256,toast.verb,Absorb_heat,FN: to be cooked by exposure to radient heat
29701,assar.verb,Absorb_heat,"cozinhar a seco, em especial em um forno."
29702,branquear.verb,Absorb_heat,cozinhar por breve imersão em água fervente com posterior resfriamento em água gelada.
29703,ferver.verb,Absorb_heat,cozinhar por imersão em água fervente.
29704,refogar.verb,Absorb_heat,"passar por gordura fervente, especialmente temperos e/ou alimentos que serão cozidos juntamente com tais temperos."
29705,dourar.verb,Absorb_heat,adquirir cor dourada ou amarronzada pelo cozimento.
29706,ferventar.verb,Absorb_heat,cozinhar com ligeira fervura.
29707,cozinhar.verb,Absorb_heat,aquecer-se de modo a deixar de estar cru.
29708,fritar.verb,Absorb_heat,cozinhar por contato (geralmente em imersão) com gordura quente.
29709,grelhar.verb,Absorb_heat,"assar ou tostar na grelha, chapa ou outra superfície quente."
36089,borbulha.noun,Absorb_heat,formação de vapor ou gás em formato de bolha 
245,abundar.verb,Abundance,ato de existir em grande quantidade.
3758,abundante.adj,Abundance,aquilo que ocorre em profusão.
3872,rico.adj,Abundance,que existe em abundância.
16160,abundant.adj,Abundance,COD: plentiful
16161,abound.verb,Abundance,COD: exist in large numbers or amounts.
16162,teem.verb,Abundance,FN: be abundant (in).
16163,galore.adj,Abundance,COD:  in abundance:
26095,abundar.verb,Abundance,el acto de existir en gran cantidad.
26096,abundante.adj,Abundance,lo que ocurre en profusión.
26097,rico.adj,Abundance,que existe en abundancia.
26098,rich.adj,Abundance,something that exists in abundance.
33929,farto.adj,Abundance,"cheio, abundante."
35044,pleno.adj,Abundance,"em estado de abundância; cheio, repleto."
35097,vazio.adj,Abundance,que não contém nada ou ninguém.
42829,lacuna.noun,Abundance,espaço vazio (real ou imaginário).
251,abusar.verb,Abusing,"comportar-se agressiva e desrespeitosamente em relação a uma vítima, de modo a causar-lhe dano."
252,abuso.noun,Abusing,ato ou efeito de abusar.
13411,abuse.noun,Abusing,COD: cruel and violent treatment
13412,abuse.verb,Abusing,"FN: to cruelly mistreat, esp. physically or sexually"
13413,abusive.adj,Abusing,FN: characterized by repeated mistreatment.
13414,batter.verb,Abusing,"COD: subject (one' s spouse, partner, or child) to repeated violence and assault"
13415,domestic violence.noun,Abusing,FN: violence that occurs inside a family
13416,maltreat.verb,Abusing,COD: treat cruelly or with violence.
13417,maltreatment.noun,Abusing,"FN: cruel, improper actions taken upon someone."
37745,maus-tratos.noun,Abusing,"ato abusivo de submeter um indivíduo de sua dependência a situações como privação de alimento e cuidados básicos, punições físicas frequentes e trabalhos excessivos."
37751,manipulação.noun,Abusing,ato de influenciar um indivíduo ou grupo contra a vontade deste. 
38341,assediar.verb,Abusing,"causar desconforto, insistir, importunar. "
38391,controlar.verb,Abusing,"manter sobre domínio, contenção."
38397,abusivo.adj,Abusing,"comportar-se de forma agressiva, autoritária e desrespeitosa."
38398,exploração sexual.noun,Abusing,"prática ilegal de obtenção de lucros através da prostituição de pessoas, normalmente crianças e adolescentes. "
38403,perseguir.verb,Abusing,ato de seguir e importunar. 
38447,alienação parental.noun,Abusing,ausência paterna na criação de uma criança.
21314,mishappening.noun,Accident,"An accident or a mishap is an accident and unplanned event or circumstance, often with lack of intention or necessity.;"
21315,accident.noun,Accident,"An unexpected, unfortunate mishap, failure or loss with the potential for harming human life, property or the environment.;"
21316,mishap.noun,Accident,An undesirable event such as an accident.;An undesirable event such as an accident;Unnecessary and unforeseen trouble resulting from an unfortunate event;
21317,crash.noun,Accident,An instance of misfortune;An accidental mishap or misfortune.;
21318,wreck.noun,Accident,A serious accident (usually involving one or more vehicles);
38875,acidente.noun,Accident,"ocorrência inesperada e não intencional que resulta em dano físico, lesão ou prejuízo material."
38949,elétrico.adj,Accident_description,que foi causado por corrente elétrica.
42368,automobilístico.adj,Accident_description,Referente a automóveis.
42369,terrestre.adj,Accident_description,Referente ao solo.
495,hotel.noun,Accommodation,estabelecimento comercial que possui muitos quartos ou apartamentos mobiliados e estes são alugados por um preço diário.
496,albergue.noun,Accommodation,estabelecimento comercial que fornece acomodação a turistas. Caracteriza-se pela sua simplicidade de acomodação e preços menores.
497,pousada.noun,Accommodation,"estabelecimento comercial que fornece acomodação a turistas. Caracteriza-se por ser um local com poucos quartos, oferecer um serviço mais intimista e possuir uma estrutura mais informal."
498,hostel.noun,Accommodation,"estabelecimento que fornece serviços de alojamento, em quartos coletivos ou privados, a preços econômicos."
499,chalé.noun,Accommodation,"tipo de acomodação pequena inspirada em construções de origem suíça. Geralmente, chalés são feitos de madeira."
500,resort.noun,Accommodation,"lugar com propósitos hoteleiros que oferece entretenimento e hospedaria para pessoas que procuram lazer,  diversão ou relaxamento."
501,acomodação.noun,Accommodation,"dependências (de casa, hotel, pousada) onde as pessoas instalam-se, moram, hospedam-se."
519,hotel.noun,Accommodation,"an establishment that provides accommodation to tourists. Usually, hotels have many rooms and a standard service"
520,hostel.noun,Accommodation,"an establishment that provides accommodation in either private or group rooms, usually with low prices"
521,resort.noun,Accommodation,an establishment that offers accommodation and leisure services to tourists. Resorts are usually built as huge complexes in which the tourist may engage in several different activities
522,b&b.noun,Accommodation,"a small establishment, usually a family owned house, that offers accommodation and meals to tourists"
523,inn.noun,Accommodation,a small and usually more economic hotel
524,accommodation.noun,Accommodation,"lodging, a service tourists hire for staying at a place during a trip"
1010,alojamiento.noun,Accommodation,"dependencias (casa, hotel), donde la gente se alberga o vive"
1011,albergue.noun,Accommodation,establecimiento comercial que ofrece alojamiento para los turistas. Se caracteriza por su simplicidad de alojamiento y precios más bajos
1012,hotel.noun,Accommodation,establecimiento comercial que ofrece alojamiento para los turistas. Se caracteriza por tener muchas habitaciones  que pueden ser alquiladas por un precio diario
1013,resort.noun,Accommodation,"lugar con finalidad hotelera que ofrece entretenimiento y alojamiento para personas que buscan ocio, diversión o relajación"
1552,pensão.noun,Accommodation,"estabelecimento comercial que fornece acomodação a hóspedes provisórios ou permanentes. Caracteriza-se por possuir poucos quartos, oferecer um serviço mais intimista e possuir uma estrutura mais informal."
1553,granja.noun,Accommodation,pequena propriedade rural em que é praticada agricultura em escala reduzida.
1554,motel.noun,Accommodation,"estabelecimento de hospedagem, especialmente para aqueles que viajam de automóvel. Motel também é um estabelecimento no qual as pessoas geralmente vão com o objetivo de manter relações sexuais e não necessariamente para conseguir alojamento."
1555,camping.noun,Accommodation,"local aberto ou ao ar livre onde se estabelecem barracas ou tendas, geralmente com proximidade à natureza."
1556,hospedagem domiciliar.noun,Accommodation,"modalidade de serviço de hospedagem em que o hóspede utiliza um quarto ou um apartamento na residência do hospedeiro ou anfitrião, compartilhando alguns espaços do local"
1557,hotel fazenda.noun,Accommodation,"estabelecimento comercial de hospedagem localizado sempre na zona rural, dotado de exploração agropecuária e destinado à pratica de atividades recreacionais campestres e ao contato com a natureza."
1558,casa de férias.noun,Accommodation,habitação usada essencialmente durante o período de férias.
1762,posada.noun,Accommodation,establecimiento comercial que ofrece alojamiento a los turistas. Se caracteriza por ofrecer un servicio más íntimo y tiene una estructura más informal.
2717,posadero.noun,Accommodation,"una posada o parador es un establecimiento hotelero ubicado sobre rutas lejos de las ciudades, donde los viajeros pueden encontrar alojamiento y usualmente comida y bebida."
2718,hospedaje estudiantil.noun,Accommodation,"lugar de alojamiento particularmente barato, y en general orientado exclusivamente a jóvenes."
2719,vivac.noun,Accommodation,"por hacer un vivac o vivaquear se conoce a la práctica de dormir a la intemperie, al raso, sin ninguna estructura que sirva de abrigo o techo, ya sea con o sin talego, bolsa o saco de dormir o similar.Acampada o campamento es la actividad humana que consiste en colocar una vivienda temporal ya sea portátil o improvisada en un lugar con el fin de habitarla."
2720,lugar de acampada.noun,Accommodation,"campamento o camping.Lugar en donde los viajeros pueden instalar una tienda o estacionar una vivienda rodante. Puede ofrecer instalaciones adicionales tales como tocadores, duchas, acceso a agua, gas o evacuación de aguas residuales, chimeneas etc."
2721,campamento.noun,Accommodation,"campamento o camping.Lugar en donde los viajeros pueden instalar una tienda o estacionar una vivienda rodante. Puede ofrecer instalaciones adicionales tales como tocadores, duchas, acceso a agua, gas o evacuación de aguas residuales, chimeneas etc."
2722,cambuche.noun,Accommodation,"el rancho era la vivienda rural por antonomasia en amplias zonas de América, como Argentina, Paraguay, Uruguay, Brasil, México e incluso Bolivia, de características casi siempre humildes: el rancho del gaucho."
2723,bed and breakfast.noun,Accommodation,"el Bed and Breakfast, o en su forma abreviada, 'B&B' es un establecimiento hotelero que ofrece precios moderados."
2724,hotel del amor.noun,Accommodation,un hotel del amor o love hotel es un tipo de hotel típico de Japón que ofrece privacidad y discreción para una pareja que desee tener relaciones sexuales.
2725,hostal.noun,Accommodation,"cualquier establecimiento donde los viajeros pueden procurarse alojamiento, alimento y bebida."
2915,auberge.noun,Accommodation,a hotel providing overnight lodging for travelers.
2916,encampment.noun,Accommodation,a site where people on holiday can pitch a tent.
2917,camping area.noun,Accommodation,a site where people on holiday can pitch a tent.
2918,ranch.noun,Accommodation,"a ranch is an area of landscape, including various structures, given primarily to the practice of ranching, the practice of raising grazing livestock such as cattle or sheep for meat or wool."
2919,bed and breakfast.noun,Accommodation,"a bed and breakfast is a small lodging establishment that offers overnight accommodation and inclusive breakfast, but usually does not offer other meals."
2920,hostelry.noun,Accommodation,"any establishment where travellers can procure lodging, food, and drink; a hotel providing overnight lodging for travelers."
2921,lodge.noun,Accommodation,a hotel providing overnight lodging for travelers.
2922,love hotel.noun,Accommodation,"a motor hotel is a hotel designed for motorists, and usually has a parking area for motor vehicles."
2923,tavern.noun,Accommodation,"any establishment where travellers can procure lodging, food, and drink."
2924,guest house.noun,Accommodation,a guest house is a kind of lodging.
2925,guesthouse.noun,Accommodation,type of lodging.
2926,resort hotel.noun,Accommodation,"a resort is a place used for relaxation or recreation, attracting visitors for vacations and/or tourism. Place used for recreation, vacations and/or tourism. A place where people go for recreation, especially one with facilities such as lodgings, entertainment, and a relaxing environment. A hotel located in a resort area."
19086,alojamento.noun,Accommodation,"acomodação geralmente não luxuosa, adaptada a determinado perfil de estadia específico com tendência a priorizar a funcionalidade."
19144,hotelaria.noun,Accommodation,rede de hotéis e serviços de hospedagem e alimentação.
19222,casa.noun,Accommodation,un edificio construido para la vivienda humana.
19305,hospedagem.noun,Accommodation,tipo de acomodação
19660,apartamento.noun,Accommodation,parte independente de um edifício de habitação destinado a residência particular.
19661,casa.noun,Accommodation,construção destinada â habitação.
19662,complexo de condomínio.noun,Accommodation,complexo de edifícios destinados à habitação.
19663,complexo residencial.noun,Accommodation,complexo de casas ou prédios destinados à habitação.
19850,apartment building.noun,Accommodation,
19851,campground.noun,Accommodation,
19852,condominium complex.noun,Accommodation,
19853,townhouse complex.noun,Accommodation,
19854,countryside hotel.noun,Accommodation,
19855,motel.noun,Accommodation,
20460,auberges de jeunesse.noun,Accommodation,"Les auberges de jeunesse sont des hébergements touristiques qui mettent à disposition des voyageurs adhérant au réseau auquel appartient létablissement et possesseurs dune carte de membre, un lit en chambres collectives, de 2 à 8 places ou plus selon les auberges, mais aussi des chambres individuelles et doubles, équipées de sanitaires collectifs ou privés.;"
20461,appartement.noun,Accommodation,Unité dhabitation autonome qui occupe seulement une partie dun bâtiment.;
20462,emplacement de camping.noun,Accommodation,"Endroit où les voyageurs peuvent planter une tente ou garer une caravane. Il peut offrir des facilités comme des toilettes, des douches, laccès à leau, au gaz ou aux égouts, des endroits pour faire du feu, etc.;"
20463,résidence secondaire.noun,Accommodation,"La résidence secondaire ou « occasionnelle » est, selon la définition de lINSEE, une habitation servant notamment de logement de villégiature à ses propriétaires ou locataires, ceci uniquement pour des périodes de courtes durées durant lannée.;"
20464,abitation.noun,Accommodation,"Un logement est un lieu dhabitation.;Le domicile est une notion née de la locution latine domus désignant le lieu où habite une personne, mais aussi le point fixe où les intérêts dune personne la ramènent régulièrement.;"
20465,maison.noun,Accommodation,Lieu dhabitation;
20466,cottage.noun,Accommodation,"Le cottage est originairement une construction rurale que lon trouve au Royaume-Uni.;Le bungalow est une maison unifamiliale à un étage, très populaire dans les banlieues dAmérique du Nord.;"
20467,chalet.noun,Accommodation,"Le cottage est originairement une construction rurale que lon trouve au Royaume-Uni.;Le bungalow est une maison unifamiliale à un étage, très populaire dans les banlieues dAmérique du Nord.;"
20468,ferme.noun,Accommodation,"Une ferme est, au sens propre, une exploitation agricole exploitée sous le régime dune location de longue durée avec un loyer annuel fixe, ou fermage.;"
20469,chambre de hôtes.noun,Accommodation,"Les chambres dhôtes sont des chambres meublées situées chez lhabitant en vue daccueillir des touristes, à titre onéreux, pour une ou plusieurs nuitées, assorties de prestations.;"
20470,hébergement.noun,Accommodation,Un hébergement est un logement temporaire dont a besoin toute personne en déplacement lorsquelle sabsente de son domicile pendant plus dune journée.;
20471,hôtel.noun,Accommodation,"Établissement procurant des logements et dautres services pour des clients qui les payent ; normalement, il est plus grand quune maison dhôtes, et fait souvent partie dune chaine.;"
20472,auberge.noun,Accommodation,Établissement offrant un service d?hébergement payant;
20473,hôtellerie.noun,Accommodation,Établissement dhébergement touristique;
20474,motel.noun,Accommodation,Le motel est un concept dhébergement touristique hôtelier né aux États-Unis et très répandu en Amérique du Nord.;
20475,pension.noun,Accommodation,Maison où une personne peut vivre et manger comme client.;
20476,station balnéaire.noun,Accommodation,"Resort est un terme anglais utilisé par des entreprises internationales pour désigner, le plus souvent dans leur raison sociale, les villages de vacances ou les stations de tourisme quelles exploitent, cest-à-dire généralement un complexe de loisirs ou un parc dattractions dotés dun ensemble hôtelier.;"
20477,lieu de vacances.noun,Accommodation,"Lieu de distraction, de vacances et de tourisme;"
20645,edificio de apartamentos.noun,Accommodation,
20646,apartamento.noun,Accommodation,
20647,camping.noun,Accommodation,
20648,condominio.noun,Accommodation,
20649,complejo de viviendas.noun,Accommodation,
20650,hotel rural.noun,Accommodation,
20651,motel.noun,Accommodation,"un tipo de establecimiento situado generalmente fuera de las ciudades, cerca de las carreteras, con departamentos con entradas independientes desde el exterior y con garajes."
20652,complejo hotelero.noun,Accommodation,
21325,vacation property.noun,Accommodation,A dwelling (a second home) where you live while you are on vacation;
21327,saloon.noun,Accommodation,"The counter of such a premises.;A lounge bar in an English public house, contrasted with the public bar.;A tavern.;"
22231,chácara.noun,Accommodation,"pequena propriedade rural, com pequena criação de animais ou plantio, geralmente usada para lazer."
22232,sítio.noun,Accommodation,"propriedade que fica nos arredores da cidade, usada em dias de descanso ou lazer."
22233,rancho.noun,Accommodation,"propriedade campestre, usada em dias de descanso ou lazer."
23828,chacra.noun,Accommodation,"a small farm in the outskirts of cities dedicated to produce food, raise animals or for leisure activities."
23829,chácara.noun,Accommodation,"Una pequeña propiedad rural con una casa de vivienda, cría de animales y cultivo de frutas y legumbres para venta. También puede ser destinada a recreación y ocio."
23830,smallholding.noun,Accommodation,"a small farm in the outskirts of cities dedicated to produce food, raise animals or for leisure activities."
23831,rancho.noun,Accommodation,una granja donde se crían animales como caballos y otros cuadrúpedos.
24244,hóspede.noun,Accommodation,"indivíduo que se acomoda por tempo provisório em hotel, albergue, casa alheia etc."
24586,bangalô.noun,Accommodation,uma casa com apenas um andar principal.
24623,acampamento.noun,Accommodation,"acomodação relacionada ao camping com barracas ou tendas ao ar livre, normalmente em contato com a natureza."
25013,bungalow.noun,Accommodation,"a low house with broad front porch, with no second floor."
25014,lodging.noun,Accommodation,a place where a person lives or stays in temporarily
25238,acampada.noun,Accommodation,"alojamiento en el camping con barracas o tiendas al aire libre, normalmente en contacto con la naturaleza."
25239,camping.noun,Accommodation,"accommodation place related to camping with tents or outdoor tents, usually in contact with nature."
25241,departamento.noun,Accommodation,parte independiente de un edificio de vivienda destinado a la residencia particular.
25242,piso.noun,Accommodation,parte independiente de un edificio de vivienda destinado a la residencia particular.
25243,bungaló.noun,Accommodation,una casa con sólo un piso principal.
25244,bungaló.noun,Accommodation,una casa con sólo un piso principal.
25245,bungalow.noun,Accommodation,una casa con sólo un piso principal.
25246,casa de vacaciones.noun,Accommodation,vivienda utilizada principalmente durante el período de vacaciones.
25247,chalé.noun,Accommodation,"tipo de alojamiento pequeño inspirado en construcciones de origen suizo. Por lo general, los chalets están hechos de madera."
25248,complejo de edificios.noun,Accommodation,complejo de edificios destinados a la vivienda.
25249,granja.noun,Accommodation,pequeña propiedad rural en la que se practica agricultura a pequeña escala.
25250,huésped.noun,Accommodation,"un individuo que se acomoda por tiempo temporal en hotel, albergue, casa ajena, etc."
25251,guest.noun,Accommodation,"an individual who is accommodated for temporary time in a hotel, hostel, house, etc."
25252,hotel management.noun,Accommodation,network of hotels and lodging and food services.
25253,hostelería.noun,Accommodation,red de hoteles y servicios de hospedaje y alimentación.
